[7.1.2021 | 16:56:15] [Eωil]: JEbać <@!674351923607896110> 
[27.1.2021 | 19:24:13] [🐬 Bluenade_]: to zrób 

[27.1.2021 | 19:24:24] [..nath]: Właśnie chcę to zrobić 

[27.1.2021 | 19:24:34] [🐬 Bluenade_]: to zrób 

[27.1.2021 | 19:24:45] [..nath]: Tylko idk czy ładny wzór 

[27.1.2021 | 19:24:51] [🐬 Bluenade_]: pokaż go 

[27.1.2021 | 19:26:24][..nath]: undefined [Image Link:https://cdn.discordapp.com/attachments/764928408231608350/804054719629623346/20210127_192611.jpg] 

[27.1.2021 | 19:26:29] [..nath]: Bruh 

[27.1.2021 | 19:27:3] [Invejosa]: Duszek 

[27.1.2021 | 19:27:11] [..nath]: Yes 

[27.1.2021 | 19:27:13] [NoOne]: Gziby 

[27.1.2021 | 19:27:27] [..nath]: Jak zrobię to będę mieć 

[27.1.2021 | 19:27:29] [🐬 Bluenade_]: ładnyyyyy 

[27.1.2021 | 19:27:40] [🐬 Bluenade_]: mmMmmm rąsia 

[27.1.2021 | 19:27:41] [..nath]: Żabę, serducho i mały rysunek 

[27.1.2021 | 19:27:46] [..nath]: Mmmm 

[27.1.2021 | 19:29:5] [Pikczel]: inspirowałaś się duszkiem z pac-man'a? 

[27.1.2021 | 19:29:33] [..nath]: Nie 

[27.1.2021 | 19:29:51][..nath]: <@559073575340998668>  tak wygląda cala bruh [Image Link:https://cdn.discordapp.com/attachments/764928408231608350/804055586915221514/20210127_192926.jpg] 

[27.1.2021 | 19:30:32] [🐬 Bluenade_]: *orgasm* 

[27.1.2021 | 19:31:7] [Pikczel]: -kaszel- 

[27.1.2021 | 19:31:12] [..nath]: Ciii 

[27.1.2021 | 19:31:49] [..nath]: Moje ręce nigdy nie będą wygląda ć dziewczęco 

[27.1.2021 | 19:32:30] [🐬 Bluenade_]: ~~ale mogą doprowadzić do orgasmu~~ 

[27.1.2021 | 19:32:40] [🐬 Bluenade_]: są super przecież 

[27.1.2021 | 19:32:43] [Pikczel]: Możesz nie? 

[27.1.2021 | 19:33:9] [Invejosa]: A jakie są? 

[27.1.2021 | 19:33:10] [..nath]: Zależy od gustu 

[27.1.2021 | 19:33:19] [..nath]: Trochę męskie 

[27.1.2021 | 19:33:31] [🐬 Bluenade_]: dla mnie cała jesteś 34/10 

[27.1.2021 | 19:35:42] [Invejosa]: Pokażesz? 

[27.1.2021 | 19:36:3][..nath]: Macie dwie wersje ;-; [Image Link:https://cdn.discordapp.com/attachments/764928408231608350/804057146055852042/Screenshot_2021-01-27-19-33-58.png] 

[27.1.2021 | 19:36:31] [Invejosa]: Przecież są piękne 

[27.1.2021 | 19:36:53] [..nath]: Dziękuję ❤️ 

[27.1.2021 | 19:37:52] [🐬 Bluenade_]: no właśnie 

[27.1.2021 | 19:39:39] [..nath]: <3333 

[27.1.2021 | 19:39:58] [..nath]: Ty też jesteś 100/10 uwu 

[27.1.2021 | 19:40:16] [🐬 Bluenade_]: 😳 

[27.1.2021 | 19:42:33] [Invejosa]: Bluenade jest 1000/10 

[27.1.2021 | 19:43:4] [..nath]: Oj taak 

[27.1.2021 | 19:43:14] [🐬 Bluenade_]: 😳 

[27.1.2021 | 19:43:18] [..nath]: ❤️ 

[27.1.2021 | 19:43:25] [🐬 Bluenade_]: zawstydziłam sie teraz >-< 

[27.1.2021 | 19:43:29] [🐬 Bluenade_]: <3333 

[27.1.2021 | 19:43:42] [..nath]: Prawdę mówimy kochana 

[27.1.2021 | 19:44:11] [🐬 Bluenade_]: ne prafda >-< 

[27.1.2021 | 19:45:10] [🐬 Bluenade_]: <@598536600493752320> wiesz cu? 

[27.1.2021 | 19:45:10] [Invejosa]: Prawda 

[27.1.2021 | 19:46:23] [..nath]: Cio 

[27.1.2021 | 19:47:13] [..nath]: Prawdaa 

[27.1.2021 | 19:47:26] [🐬 Bluenade_]: nicio 

[27.1.2021 | 19:47:29] [🐬 Bluenade_]: a tak serio 

[27.1.2021 | 19:47:34] [🐬 Bluenade_]: to ten 👉 👈 

[27.1.2021 | 19:47:39] [🐬 Bluenade_]: kocham cie 👉 👈 

[27.1.2021 | 19:47:44] [..nath]: Awwww 

[27.1.2021 | 19:47:51] [..nath]: Ja ciebie tez 👉👈 

[27.1.2021 | 19:48:9] [🐬 Bluenade_]: 😳 

[27.1.2021 | 19:48:24] [..nath]: 🥺 

[27.1.2021 | 19:50:3] [Invejosa]: Piękny związek sie kroi 

[27.1.2021 | 19:50:32] [🐬 Bluenade_]: nie zawstydzaj mnie >:c 

[27.1.2021 | 19:50:34] [NoOne]: Bardzo 

[27.1.2021 | 19:50:37] [NoOne]: Bardzo 

[27.1.2021 | 19:50:56] [Invejosa]: Internet szwankuje ): 

[27.1.2021 | 19:51:32] [Invejosa]: Dobrze, nie będę. Zostawie to wam 

[27.1.2021 | 19:52:9] [🐬 Bluenade_]: ale ty jesteś milutka :o 

[27.1.2021 | 19:52:21] [Invejosa]: Cichy, a co Ty na to? Aurorola statusu związku?

Wolny / Zajęty / Ukryty, bądź coś tego? 

[27.1.2021 | 19:52:38] [NoOne]: Tak :/ 

[27.1.2021 | 19:52:59] [NoOne]: Jestem w starej szkole 

[27.1.2021 | 19:53:39] [NoOne]: Praktycznie w piwnicy 

[27.1.2021 | 19:53:54] [NoOne]: Zasięg słaby 

[27.1.2021 | 19:54:10] [..nath]: Przypomniałes mi o chowanym w szkole 

[27.1.2021 | 19:54:20] [..nath]: Co poszliśmy do piwnicy 

[27.1.2021 | 19:54:29] [..nath]: I tam był papież który potem zniknął 

[27.1.2021 | 19:54:34] [Cichy]: 237 ról na serwerze. 

[27.1.2021 | 19:54:42] [Cichy]: Kwestia tego, czy bardzo chcesz. 

[27.1.2021 | 19:55:23] [Invejosa]: Dodanie 3 ról dodatkowo to chyba żaden problem? 

[27.1.2021 | 19:55:42] [Invejosa]: Lecz fakt, że kanał <#743204206084751491> jest już zapchany 🤣 

[27.1.2021 | 19:55:52] [Invejosa]: Że dużo tego 

[27.1.2021 | 19:56:1] [🐬 Bluenade_]: znam servery na których jest więcej 

[27.1.2021 | 19:56:3] [🐬 Bluenade_]: monkaw 

[27.1.2021 | 19:56:15] [Cichy]: W porządku, dodam. 

[27.1.2021 | 19:59:34] [Invejosa]: Ok 

[27.1.2021 | 20:3:37] [Cichy]: Aurorole zaktualizowane. 

[27.1.2021 | 20:4:27] [Invejosa]: Okej 

[27.1.2021 | 20:8:17] [Pikczel]: Serio dodaliście to? 

[27.1.2021 | 20:11:4] [NoOne]: <:PanShrug:753533268548124672> 

[27.1.2021 | 20:11:25] [Pikczel]: Ja nie mogę jeszcze tego brakowało 

[27.1.2021 | 20:11:30] [NoOne]: Nom 

[27.1.2021 | 20:11:53] [..nath]: <@793522598000459788>  to ty na profilowym? 

[27.1.2021 | 20:14:11] [Pikczel]: Odpowiedzi raczej nie dostaniesz 

[27.1.2021 | 20:15:42] [NoOne]: Wszytko w swoim czasie <:PandaZez:784400603585183764> 

[27.1.2021 | 20:16:55] [..nath]: Mam całą noc i dzień 

[27.1.2021 | 20:17:0] [..nath]: Poczekam 

[27.1.2021 | 20:17:24] [Pikczel]: Też czasami macie Déjà vu? 

[27.1.2021 | 20:18:26] [..nath]: Yes 

[27.1.2021 | 20:18:37] [..nath]: Nawet za często 

[27.1.2021 | 20:18:38] [Pikczel]: Same 

[27.1.2021 | 20:18:50] [..nath]: Może juz to przeżyliśmy 

[27.1.2021 | 20:19:0] [Pikczel]: Kto wie 

[27.1.2021 | 20:20:9] [sirvel_wolf]: Teoria mówi że gdy świat się kończy to wszystko zaczyna się od nowa 🤔 

[27.1.2021 | 20:20:56] [sirvel_wolf]: I to jest nieskończone koło 

[27.1.2021 | 20:21:47] [..nath]: Hm. 

[27.1.2021 | 20:22:1] [..nath]: W takim razie mój świat się kończy szybko 

[27.1.2021 | 20:22:10] [NoOne]: Spać masz iść 

[27.1.2021 | 20:22:22] [..nath]: Nie zasne 

[27.1.2021 | 20:22:24] [..nath]: Za dużo kawy 

[27.1.2021 | 20:22:41] [NoOne]: :( 

[27.1.2021 | 20:22:51] [🐬 Bluenade_]: <@598536600493752320> wyjdziesz za mnie? 💍 ❤️ 

[27.1.2021 | 20:23:3] [NoOne]: <a:CH_WumpusSadCry:733979947068293230> 

[27.1.2021 | 20:23:8] [NoOne]: Wzruszyłem się 

[27.1.2021 | 20:23:10] [🐬 Bluenade_]: tak in public pytam teraz 👉 👈 

[27.1.2021 | 20:23:52] [..nath]: Um 

[27.1.2021 | 20:23:58] [..nath]: T-tak 👉👈💍 

[27.1.2021 | 20:24:32] [NoOne]: <a:CH_PepeClapping:704976704875134986> 

[27.1.2021 | 20:24:39] [NoOne]: Kiedy wesele 

[27.1.2021 | 20:24:57] [🐬 Bluenade_]: <3 

[27.1.2021 | 20:25:15] [Rycesz]: Szczyńściŏ winszujã 

[27.1.2021 | 20:25:20] [🐬 Bluenade_]: https://tenor.com/view/two-girls-kisses-lesbian-couple-love-make-out-gif-17050387 

[27.1.2021 | 20:25:34] [🐬 Bluenade_]: <@598536600493752320> 👉 👈 

[27.1.2021 | 20:25:50] [..nath]: Ty ze śląska? 

[27.1.2021 | 20:26:9] [..nath]: https://tenor.com/view/lesbian-lesbians-kiss-gif-13045015 

[27.1.2021 | 20:26:10] [Rycesz]: No z dolnego xD 

[27.1.2021 | 20:26:17] [St3fan_K]: porozmawiamy o herbacie? 

[27.1.2021 | 20:26:18] [..nath]: Bruh 

[27.1.2021 | 20:26:37] [💜-Agatka007-💜]: Dziewczyny rozumiem, fajna atmosfera. Ale prosze takie gify na pv 

[27.1.2021 | 20:26:38] [sirvel_wolf]: Mogę przyjść z armią żeby było zabawnie 

[27.1.2021 | 20:27:3] [sirvel_wolf]: 😀 

[27.1.2021 | 20:27:36] [Rycesz]: To niy znaczy iże niy mogã gŏdać po Ślōnsku 

[27.1.2021 | 20:27:41] [St3fan_K]: kto lubi herbatę? 

[27.1.2021 | 20:27:48] [Rycesz]: Ja 

[27.1.2021 | 20:27:52] [sirvel_wolf]: Mech 

[27.1.2021 | 20:28:3] [sirvel_wolf]: Wole kakao 

[27.1.2021 | 20:28:13] [..nath]: Jeśli chcesz ode mnie wpi3rdol to rób tak dalej 👁👄👁👍 

[27.1.2021 | 20:28:29] [💜-Agatka007-💜]: Nie omijamy cenzury. 

[27.1.2021 | 20:28:36] [..nath]: Przepraszam nie bij 

[27.1.2021 | 20:28:44] [St3fan_K]: xd 

[27.1.2021 | 20:28:47] [💜-Agatka007-💜]: Nie bije, tylko upominam 

[27.1.2021 | 20:29:40] [..nath]: <33 

[27.1.2021 | 20:29:53] [sirvel_wolf]: Wiecie że emotkami można się wyzywać 

[27.1.2021 | 20:30:6] [St3fan_K]: <:PepeNo:795980460671893545> 

[27.1.2021 | 20:30:45] [Rycesz]: Dobrŏ niy bij 

[27.1.2021 | 20:31:5] [Invejosa]: Hej wszystkim 

[27.1.2021 | 20:31:9] [St3fan_K]: sima 

[27.1.2021 | 20:31:14] [..nath]: Będę jeśli będzie potrzeba 

[27.1.2021 | 20:31:18] [St3fan_K]: siema* 

[27.1.2021 | 20:31:29] [St3fan_K]: xd 

[27.1.2021 | 20:31:31] [Rycesz]: Witej 

[27.1.2021 | 20:31:42] [Pikczel]: > Mogę przyjść z armią żeby było zabawnie
Zezwalam 

[27.1.2021 | 20:32:1] [sirvel_wolf]: Ok 

[27.1.2021 | 20:32:2] [St3fan_K]: skąd ty wytszasnołeś śląską klawiature? 

[27.1.2021 | 20:32:5] [Rycesz]: Dobrŏ już niy bydã 

[27.1.2021 | 20:32:29] [Rycesz]: Ma się swoje sposoby 

[27.1.2021 | 20:32:33] [St3fan_K]: xd 

[27.1.2021 | 20:32:53] [sirvel_wolf]: > skąd ty wytszasnołeś śląską klawiature?
<@684770702762704916> wydaje mi się że ma tłumacza 

[27.1.2021 | 20:33:6] [St3fan_K]: raczej nie 

[27.1.2021 | 20:33:23] [sirvel_wolf]: Wszystko możliwe 

[27.1.2021 | 20:33:36] [Rycesz]: Skōnd te podyjzdrzyniŏ? 

[27.1.2021 | 20:33:54] [sirvel_wolf]: Ja ide 

[27.1.2021 | 20:33:56] [sirvel_wolf]: Elo 

[27.1.2021 | 20:34:0] [Rycesz]: Eo 

[27.1.2021 | 20:34:18] [St3fan_K]: raczej nie pisał by tak szybko z tłumaczem 

[27.1.2021 | 20:34:54] [St3fan_K]: a dotego jest na telefonie więc ma pewnie w ustawnieniach zmienione 

[27.1.2021 | 20:35:12] [Invejosa]: Niech sobie pisze jak chce 🤣 

[27.1.2021 | 20:35:44] [Rycesz]: Może tak może niy, niy wiym 

[27.1.2021 | 20:35:52] [Rycesz]: Dokładnie 

[27.1.2021 | 20:35:53] [NoOne]: Hejka 

[27.1.2021 | 20:36:3] [Rycesz]: Witej 

[27.1.2021 | 20:39:45] [Invejosa]: Co robicie? 

[27.1.2021 | 20:41:17] [Rycesz]: Muzyki słucham i staram się z wami pisać 

[27.1.2021 | 20:41:55] [Invejosa]: Czego słuchasz, jeżeli mogę wiedzieć? 

[27.1.2021 | 20:42:23] [Rycesz]: Piosenki "lubię mówić z tobą " 

[27.1.2021 | 20:43:29] [Invejosa]: Ok 

[27.1.2021 | 20:43:44] [Rycesz]: A ty co robisz ? 

[27.1.2021 | 20:44:8] [Invejosa]: Leżę 

[27.1.2021 | 20:45:33] [Invejosa]: Pisz ktoś 

[27.1.2021 | 20:45:38] [Invejosa]: Nudno, prawda El-Samu? 

[27.1.2021 | 20:46:41] [Rycesz]: Chyba trzeba go zpingowac by przyszedł 

[27.1.2021 | 20:47:3] [NoOne]: No nudno 

[27.1.2021 | 20:47:16] [Rycesz]: O jednak nie 

[27.1.2021 | 20:48:17] [Invejosa]: Grzeczny El-Samu 

[27.1.2021 | 20:48:32] [Rycesz]: Słucha się pani xD 

[27.1.2021 | 20:48:39] [Invejosa]: Słucha się Pan 

[27.1.2021 | 20:48:58] [NoOne]: Zabawne 

[27.1.2021 | 20:50:2] [Rycesz]: Niy ôbrażej sie :c 

[27.1.2021 | 20:50:20] [NoOne]: Taki humor 

[27.1.2021 | 20:51:23] [Invejosa]: El-Samuś 

[27.1.2021 | 20:52:27] [NoOne]: Ha ha 

[27.1.2021 | 20:55:4] [Invejosa]: Samuś, będę Ci tak mówiła 

[27.1.2021 | 20:55:13] [Invejosa]: Mogę? 

[27.1.2021 | 20:55:38] [lpastwa]: ej wie ktos moze czy jak bede chciala kupic na allegro ledy 15 metrowe to one przyjda w 15 metrach (jako jedna tasma/rolka) czy jako np. 5 metrowe tasmy razy 3? 

[27.1.2021 | 20:56:4] [NoOne]: Nie 

[27.1.2021 | 20:57:26] [lpastwa]: ... 

[27.1.2021 | 20:58:32] [Invejosa]: Nie wiem 

[27.1.2021 | 20:58:44] [Invejosa]: Jak mogę Ci mówić w takim razie? 

[27.1.2021 | 20:59:8] [NoOne]: El-Samu 

[27.1.2021 | 21:0:17] [lpastwa]: :c 

[27.1.2021 | 21:1:5] [Invejosa]: Samu? 

[27.1.2021 | 21:1:39] [NoOne]: Niech będzie 

[27.1.2021 | 21:4:11] [Invejosa]: Mój Samu 

[27.1.2021 | 21:4:33] [Invejosa]: Prawda? 

[27.1.2021 | 21:5:8] [NoOne]: Należę do innej osoby 

[27.1.2021 | 21:5:34] [Invejosa]: Grzeczny Samu 

[27.1.2021 | 21:5:45] [NoOne]: <:AK_PandaWTF:760434077324017684> 

[27.1.2021 | 21:5:55] [Invejosa]: <:PepeYes:795980439558029334> 

[27.1.2021 | 21:6:11] [NoOne]: <:PanHmm:753530328429101087> 

[27.1.2021 | 21:6:43] [🐬 Bluenade_]: czemu tak oficjalnie trzeba do ciebie mówić? panie El-Samu 

[27.1.2021 | 21:6:58] [NoOne]: Nie panie, jestem dzieckiem 

[27.1.2021 | 21:7:38] [Invejosa]: Mój dzidziuś 🐼 

[27.1.2021 | 21:7:49] [NoOne]: Yyy 

[27.1.2021 | 21:8:3] [🐬 Bluenade_]: nice 

[27.1.2021 | 21:8:4] [Invejosa]: Tak? 

[27.1.2021 | 21:9:28] [Rycesz]: Wtf chwile mnie nie było 

[27.1.2021 | 21:11:44] [Invejosa]: Samu, jesteś? 

[27.1.2021 | 21:12:17] [NoOne]: Tak 

[27.1.2021 | 21:12:19] [NoOne]: Jestem 

[27.1.2021 | 21:12:45] [Invejosa]: Panda 

[27.1.2021 | 21:12:53] [NoOne]: Panda 

[27.1.2021 | 21:13:4] [Rycesz]: Pan da 2 zł 

[27.1.2021 | 21:13:17] [🐬 Bluenade_]: i sie nagle okazuje że samu to mini panda pani invejosy 

[27.1.2021 | 21:13:39] [Rycesz]: Co nie życie jest dziwne 

[27.1.2021 | 21:13:46] [NoOne]: Kogoś innego 

[27.1.2021 | 21:14:9] [🐬 Bluenade_]: oq, oq 

[27.1.2021 | 21:14:11] [Rycesz]: Pochwal się co to za szczęściara 

[27.1.2021 | 21:14:26] [🐬 Bluenade_]: albo szczęściarz 

[27.1.2021 | 21:14:31] [🐬 Bluenade_]: nie dyskryminujemy 

[27.1.2021 | 21:14:33] [NoOne]: Kto wie 

[27.1.2021 | 21:14:36] [NoOne]: Też wie 

[27.1.2021 | 21:14:36] [Invejosa]: Można wysyłać, Agatka sobie żartowała 

[27.1.2021 | 21:15:12] [NoOne]: Może ta osoba sama napisze 

[27.1.2021 | 21:15:32] [💜-Agatka007-💜]: :) 

[27.1.2021 | 21:15:36] [Rycesz]: Oho czyli jest na tym dc 

[27.1.2021 | 21:15:41] [NoOne]: No jest 

[27.1.2021 | 21:15:50] [Invejosa]: <@!714205832501526528>, odpisz prywatna wiadomość 

[27.1.2021 | 21:15:57] [💜-Agatka007-💜]: Emm juz 

[27.1.2021 | 21:16:12] [🐬 Bluenade_]: agatka ty małpo (cele humorystyczne nie bij) 

[27.1.2021 | 21:18:5] [🐬 Bluenade_]: chat umar 

[27.1.2021 | 21:18:9] [🐬 Bluenade_]: 2 minuty 

[27.1.2021 | 21:18:16] [🐬 Bluenade_]: bez aktywności 

[27.1.2021 | 21:18:22] [Rycesz]: Życie to sōm chwilã, chwilã 
Tak ulotne jak mantylŏki 

[27.1.2021 | 21:18:43] [🐬 Bluenade_]: pisz po polsku 

[27.1.2021 | 21:18:56] [Invejosa]: Będzie łatwiej zrozumieć 

[27.1.2021 | 21:19:16] [Rycesz]: Ale to jest odmiana polskiego przecież xD 

[27.1.2021 | 21:19:23] [Rycesz]: Nie no dobra 

[27.1.2021 | 21:19:27] [🐬 Bluenade_]: nenenene 

[27.1.2021 | 21:19:36] [🐬 Bluenade_]: śląski to inny język 

[27.1.2021 | 21:19:37] [🐬 Bluenade_]: xD 

[27.1.2021 | 21:22:48] [Invejosa]: Halo, halo, ktoś pisze? 

[27.1.2021 | 21:22:50] [Invejosa]: KamiŁa? 

[27.1.2021 | 21:22:52] [Invejosa]: Ktoś? 

[27.1.2021 | 21:23:1] [Rycesz]: No ja a co 

[27.1.2021 | 21:23:19] [NoOne]: Ktoś 

[27.1.2021 | 21:23:37] [🐬 Bluenade_]: i guess ja 

[27.1.2021 | 21:23:42] [NoOne]: -.- - --- ...-... 

[27.1.2021 | 21:23:43] [Invejosa]: Ooo 

[27.1.2021 | 21:24:6] [Invejosa]: Kod Morse'a 

[27.1.2021 | 21:24:11] [NoOne]: Tak 

[27.1.2021 | 21:24:21] [NoOne]: Uczyłem się 

[27.1.2021 | 21:24:26] [NoOne]: Tzn nadal ucZe się 

[27.1.2021 | 21:24:33] [NoOne]: Ale mniej 

[27.1.2021 | 21:24:53] [Rycesz]: Jŏ sie ślōnskigo uczōłch 

[27.1.2021 | 21:25:2] [🐬 Bluenade_]: pisz po polsku 

[27.1.2021 | 21:25:6] [Rycesz]: XD 

[27.1.2021 | 21:25:6] [🐬 Bluenade_]: Bruh 

[27.1.2021 | 21:25:25] [Invejosa]: Pisz po Polsku... 

[27.1.2021 | 21:25:37] [Rycesz]: No dobra Sadge 

[27.1.2021 | 21:25:45] [🐬 Bluenade_]: Invejosa mondra kobitka ci nawet to mówi 

[27.1.2021 | 21:26:42] [Rycesz]: Ok b00mer  (dla żartów bez obrazy) 

[27.1.2021 | 21:27:18] [Rycesz]: Ała moje ucho Ale dostałem głośnym dźwiękiem gitary 

[27.1.2021 | 21:27:56] [Rycesz]: Co się dziwić się jak mam głośność na full xD 

[27.1.2021 | 21:31:20] [Rycesz]: Dobra ZW wrócę za 1h chyba 

[27.1.2021 | 21:36:23] [NoOne]: Nikt:
Ja: znajduje nóż i zapalniczkę po tygodniu w kurtce
Też ja: po co ostrzyłem inny 

[27.1.2021 | 21:36:30] [NoOne]: <:PandaZez:784400603585183764> 

[27.1.2021 | 21:38:7] [..nath]: :((( 

[27.1.2021 | 21:38:14] [..nath]: Mususz pingac 

[27.1.2021 | 21:38:22] [NoOne]: <@598536600493752320> 

[27.1.2021 | 21:38:29] [..nath]: Pls znowu mnie pies ugryźć 

[27.1.2021 | 21:38:34] [NoOne]: :( 

[27.1.2021 | 21:38:44] [..nath]: I znowu koleżanka poszła spaç 

[27.1.2021 | 21:38:46] [..nath]: :(( 

[27.1.2021 | 21:38:51] [NoOne]: :( 

[27.1.2021 | 21:38:57][NoOne]: undefined [Image Link:https://cdn.discordapp.com/attachments/764928408231608350/804088079915810846/Sadpepefrog.png] 

[27.1.2021 | 21:38:59] [Invejosa]: Kto normalny trzyma nóż w kurtce? 

[27.1.2021 | 21:39:0] [NoOne]: ;-; 

[27.1.2021 | 21:39:12] [NoOne]: Nie jestem normalny <:PandaZez:784400603585183764> 

[27.1.2021 | 21:39:13] [..nath]: Ja ;-; 

[27.1.2021 | 21:39:23] [NoOne]: Ja nwm gdzie szedłem 

[27.1.2021 | 21:39:31] [..nath]: Ja ;-: 

[27.1.2021 | 21:40:4] [NoOne]: KamiŁa 

[27.1.2021 | 21:40:8] [NoOne]: :3 

[27.1.2021 | 21:40:14] [Invejosa]: Ona może, ale Ty nie 

[27.1.2021 | 21:40:17] [Invejosa]: Tobie nie pozwalam 

[27.1.2021 | 21:41:4] [NoOne]: Dlaczego niby nie :( 

[27.1.2021 | 21:42:6] [Invejosa]: Jesteś jeszcze małą pandą, tak? 

[27.1.2021 | 21:42:27] [NoOne]: Może 

[27.1.2021 | 21:42:42] [NoOne]: Ale od mniejszej pandy niż teraz bawię się nożami 

[27.1.2021 | 21:43:36] [Invejosa]: To nie znaczy, że teraz masz sie bawić 

[27.1.2021 | 21:44:27] [NoOne]: Niegrzeczna ze mnie  panda <:PandaDevil:777715794976833556> 

[27.1.2021 | 21:46:27] [Pikczel]: Ja pamiętam jak u wujka na wsi rzucałem nożami 

[27.1.2021 | 21:46:54] [Pikczel]: Oczywiście w kłody drewna 

[27.1.2021 | 21:47:11] [NoOne]: Fajna zabawa 

[27.1.2021 | 21:47:18] [NoOne]: Siekierkami też fajnie 

[27.1.2021 | 21:47:36] [Pikczel]: Nie wiem, nie próbowałem 

[27.1.2021 | 21:57:27] [Invejosa]: <@!407996310290038784>, zaakceptujesz zaproszenie do znajomych? 

[27.1.2021 | 22:1:47] [Pikczel]: Hmm ale jak chcesz coś do mnie napisać to możesz bez zaproszenia do znajomych 

[27.1.2021 | 22:2:32] [Invejosa]: Nie 

[27.1.2021 | 22:2:50] [Pikczel]: Jak 

[27.1.2021 | 22:3:20] [NoOne]: Czasami się nie da pisać do osób z tego samego serwera bez zaproszenia :/ 

[27.1.2021 | 22:3:49] [Rycesz]: Ja mogę normalnie do niego napisać xD 

[27.1.2021 | 22:3:50] [Pikczel]: Zrobione 

[27.1.2021 | 22:3:59] [Pikczel]: Można już 

[27.1.2021 | 22:4:5] [Rycesz]: A tak w ogole to wróciłem siema 

[27.1.2021 | 22:4:11] [Pikczel]: Witam 

[27.1.2021 | 22:5:20] [Yuki_chan]: Hej 

[27.1.2021 | 22:5:32] [Invejosa]: Hej Yuki 

[27.1.2021 | 22:5:34] [Rycesz]: Siema 

[27.1.2021 | 22:5:40] [NoOne]: <@710486327162044507> witam 

[27.1.2021 | 22:5:53] [Yuki_chan]: <@632672411141013530> czy mi się wydaje czy to jest ten serwer? 

[27.1.2021 | 22:5:58] [Yuki_chan]: Kiedyś na nim chyba byłam 

[27.1.2021 | 22:6:2] [Invejosa]: Byłaś 

[27.1.2021 | 22:6:9] [NoOne]: Tak 

[27.1.2021 | 22:6:13] [NoOne]: Pamiętam nick 

[27.1.2021 | 22:6:17] [Yuki_chan]: Oo 

[27.1.2021 | 22:6:25] [Yuki_chan]: Heh 

[27.1.2021 | 22:6:48] [Yuki_chan]: To witam z powrotem ^^ 

[27.1.2021 | 22:7:12] [NoOne]: Hejka 

[27.1.2021 | 22:7:44] [Invejosa]: Witaj (: 

[27.1.2021 | 22:7:59] [Rycesz]: Witej 

[27.1.2021 | 22:8:8] [Yuki_chan]: :3 

[27.1.2021 | 22:8:22] [🐬 Bluenade_]: hejo 

[27.1.2021 | 22:8:36] [Invejosa]: Byłaś tutaj, kiedy serwer może miał z 200 użytkowników 

[27.1.2021 | 22:8:39] [Invejosa]: Coś tego 

[27.1.2021 | 22:8:41] [Invejosa]: Lub mniej chyba 

[27.1.2021 | 22:8:55] [Yuki_chan]: Nom 

[27.1.2021 | 22:9:2] [Yuki_chan]: To były począdku serwera 

[27.1.2021 | 22:9:7] [Yuki_chan]: *począdki 

[27.1.2021 | 22:10:0] [NoOne]: Dobra idę, do później 

[27.1.2021 | 22:10:18] [Rycesz]: Naura 

[27.1.2021 | 22:10:25] [Yuki_chan]: Baii 

[27.1.2021 | 22:10:41] [Invejosa]: Tak, to były początki 

[27.1.2021 | 22:10:45] [Invejosa]: Po czym poznałaś, że to ten serwer? 

[27.1.2021 | 22:11:19] [🐬 Bluenade_]: początki* 

[27.1.2021 | 22:11:49] [Invejosa]: Ajj tam, każdy wie o co chodzi 

[27.1.2021 | 22:12:4] [Yuki_chan]: Bo właścicielem jest Cichy 

[27.1.2021 | 22:12:15] [Invejosa]: Ok 

[27.1.2021 | 22:12:21] [Invejosa]: Cichego zapamiętałaś 

[27.1.2021 | 22:12:23] [Yuki_chan]: Nwm jakąś zapomnieć go się nie da XD 

[27.1.2021 | 22:12:31] [Invejosa]: Przecież to najmilszy człowiek na świecie 

[27.1.2021 | 22:12:39] [Yuki_chan]: Dokładnie :D 

[27.1.2021 | 22:13:14] [Rycesz]: Co porabiacie? 

[27.1.2021 | 22:13:56] [🐬 Bluenade_]: nic 

[27.1.2021 | 22:13:58] [🐬 Bluenade_]: a ty? 

[27.1.2021 | 22:14:21] [Rycesz]: Ćwiczę grę na gitarze 

[27.1.2021 | 22:15:22] [Invejosa]: Leżę 

[27.1.2021 | 22:16:49] [Rycesz]: <:PepeOk:795980596685701152> 

[27.1.2021 | 22:17:3] [🐬 Bluenade_]: można poleżeć z tobą? 

[27.1.2021 | 22:17:6] [Invejosa]: Ooo, zgadzamy sie! 

[27.1.2021 | 22:17:8] [Invejosa]: Tak 

[27.1.2021 | 22:17:12] [🐬 Bluenade_]: c: 

