[7.1.2021 | 18:3:0] [fockus17]: $ha 
[25.1.2021 | 19:50:17] [fockus17]: $ma 

[25.1.2021 | 19:50:20] [fockus17]: $ma 

[25.1.2021 | 19:50:21] [fockus17]: $ma 

[25.1.2021 | 19:50:24] [fockus17]: $ma 

[25.1.2021 | 19:50:25] [fockus17]: $ma 

[25.1.2021 | 20:32:30] [Mangoludek]: $wa 

[25.1.2021 | 20:32:36] [Mangoludek]: $wa 

[25.1.2021 | 20:32:46] [Mangoludek]: $wa 

[25.1.2021 | 20:34:14] [fockus17]: $ma 

[25.1.2021 | 20:34:17] [fockus17]: $ma 

[25.1.2021 | 20:34:19] [fockus17]: $ma 

[25.1.2021 | 20:34:20] [fockus17]: $ma 

[25.1.2021 | 20:34:23] [fockus17]: $ma 

[25.1.2021 | 20:34:24] [fockus17]: $ma 

[25.1.2021 | 20:34:26] [fockus17]: $ma 

[25.1.2021 | 20:34:27] [fockus17]: $ma 

[25.1.2021 | 20:34:32] [fockus17]: $ma 

[25.1.2021 | 20:34:33] [fockus17]: $ma 

[25.1.2021 | 20:36:16] [Mangoludek]: $wa 

[25.1.2021 | 20:36:17] [Mangoludek]: $wa 

[25.1.2021 | 20:36:19] [Mangoludek]: $wa 

[25.1.2021 | 20:36:22] [Mangoludek]: $wa 

[25.1.2021 | 20:36:25] [Mangoludek]: $wa 

[25.1.2021 | 20:36:26] [Mangoludek]: $wa 

[25.1.2021 | 20:36:28] [Mangoludek]: $wa 

[25.1.2021 | 20:36:31] [Mangoludek]: $wa 

[25.1.2021 | 20:36:34] [Mangoludek]: $wa 

[25.1.2021 | 20:36:50] [fockus17]: $im Masamato 

[25.1.2021 | 20:37:1] [fockus17]: $im Ayuko Oka 

[25.1.2021 | 20:38:43] [Mangoludek]: $im Rin Myouga 

[25.1.2021 | 20:38:47] [fockus17]: $ma 

[25.1.2021 | 20:45:56] [Mangoludek]: $im m 

[25.1.2021 | 20:48:27] [Mangoludek]: $im 5 

[25.1.2021 | 20:53:34] [Izumi Midori]: $ma 

[25.1.2021 | 20:53:39] [Izumi Midori]: $ma 

[25.1.2021 | 20:53:40] [Izumi Midori]: $ma 

[25.1.2021 | 20:53:42] [Izumi Midori]: $ma 

[25.1.2021 | 20:53:44] [Izumi Midori]: $ma 

[25.1.2021 | 20:53:46] [Izumi Midori]: $ma 

[25.1.2021 | 20:53:47] [Izumi Midori]: $ma 

[25.1.2021 | 20:53:49] [Izumi Midori]: $ma 

[25.1.2021 | 20:53:50] [Izumi Midori]: $ma 

[25.1.2021 | 20:56:5] [Mangoludek]: $im wolf 

[25.1.2021 | 20:59:18] [fockus17]: $ma 

[25.1.2021 | 20:59:21] [fockus17]: $ma 

[25.1.2021 | 20:59:27] [fockus17]: 'claim 29 

[25.1.2021 | 21:8:51] [Mangoludek]: $wa 

[25.1.2021 | 21:9:33] [fockus17]: $ma 

[25.1.2021 | 21:9:35] [fockus17]: $ma 

[25.1.2021 | 21:9:38] [Mangoludek]: $wa 

[25.1.2021 | 21:10:12] [Mangoludek]: $mmim 

[25.1.2021 | 21:10:17] [fockus17]: $top 

[25.1.2021 | 21:10:29] [fockus17]: $im Mikasa Ackerman 

[25.1.2021 | 21:11:7] [Mangoludek]: $wa 

[25.1.2021 | 21:21:12] [Mangoludek]: $im Kirby 

[25.1.2021 | 21:21:40] [fockus17]: $ma 

[25.1.2021 | 21:22:31] [Mangoludek]: $im Raphtalia 

[26.1.2021 | 9:1:14] [Izumi Midori]: $mg 

[26.1.2021 | 9:1:16] [Izumi Midori]: $mg 

[26.1.2021 | 9:1:18] [Izumi Midori]: $mg 

[26.1.2021 | 9:1:19] [Izumi Midori]: $mg 

[26.1.2021 | 9:1:20] [Izumi Midori]: $mg 

[26.1.2021 | 9:1:22] [Izumi Midori]: $mg 

[26.1.2021 | 9:1:23] [Izumi Midori]: $mg 

[26.1.2021 | 9:1:24] [Izumi Midori]: $mg 

[26.1.2021 | 9:1:26] [Izumi Midori]: $mg 

[26.1.2021 | 9:1:27] [Izumi Midori]: $mg 

[26.1.2021 | 9:26:47] [Mangoludek]: $wa 

[26.1.2021 | 10:39:2] [fockus17]: $ma 

[26.1.2021 | 10:39:5] [fockus17]: $ma 

[26.1.2021 | 10:39:8] [fockus17]: &ma 

[26.1.2021 | 10:39:10] [fockus17]: $ma 

[26.1.2021 | 10:39:11] [fockus17]: $ma 

[26.1.2021 | 10:39:13] [fockus17]: $ma 

[26.1.2021 | 10:39:14] [fockus17]: $ma 

[26.1.2021 | 10:39:17] [fockus17]: $ma 

[26.1.2021 | 10:39:19] [fockus17]: $ma 

[26.1.2021 | 10:39:23] [fockus17]: $ma 

[26.1.2021 | 10:39:24] [fockus17]: $ma 

[26.1.2021 | 10:39:26] [fockus17]: $ma 

[26.1.2021 | 10:55:36] [Mangoludek]: $wa 

[26.1.2021 | 10:55:38] [Mangoludek]: $wa 

[26.1.2021 | 10:55:39] [Mangoludek]: $wa 

[26.1.2021 | 10:55:46] [Mangoludek]: $wa 

[26.1.2021 | 10:55:47] [Mangoludek]: $wa 

[26.1.2021 | 10:55:50] [Mangoludek]: $wa 

[26.1.2021 | 10:55:51] [Mangoludek]: $wa 

[26.1.2021 | 10:55:54] [Mangoludek]: $wa 

[26.1.2021 | 10:55:55] [Mangoludek]: $wa 

[26.1.2021 | 10:55:57] [Mangoludek]: $wa 

[26.1.2021 | 11:29:20] [fockus17]: $ma 

[26.1.2021 | 11:29:21] [fockus17]: $ma 

[26.1.2021 | 11:29:24] [fockus17]: $im Mirai 

[26.1.2021 | 11:59:1] [Mangoludek]: $im Mirai 

[26.1.2021 | 12:1:7] [Mangoludek]: $wa 

[26.1.2021 | 12:1:15] [Mangoludek]: $wa 

[26.1.2021 | 12:1:17] [Mangoludek]: $wa 

[26.1.2021 | 12:1:19] [Mangoludek]: $wa 

[26.1.2021 | 12:1:21] [Mangoludek]: $wa 

[26.1.2021 | 12:1:24] [Mangoludek]: $wa 

[26.1.2021 | 12:1:25] [Mangoludek]: $wa 

[26.1.2021 | 12:1:30] [Mangoludek]: $wa 

[26.1.2021 | 12:1:32] [Mangoludek]: $wa 

[26.1.2021 | 12:1:34] [Mangoludek]: $wa 

[26.1.2021 | 12:1:42] [Mangoludek]: $im Saiko Yonebayashi 

[26.1.2021 | 13:48:41] [fockus17]: $ma 

[26.1.2021 | 13:48:42] [fockus17]: $ma 

[26.1.2021 | 13:48:47] [fockus17]: $ma 

[26.1.2021 | 13:48:47] [fockus17]: $ma 

[26.1.2021 | 13:48:52] [fockus17]: $ma 

[26.1.2021 | 13:48:53] [fockus17]: $ma 

[26.1.2021 | 13:48:58] [fockus17]: $ha 

[26.1.2021 | 13:48:59] [fockus17]: Ja 

[26.1.2021 | 13:49:2] [fockus17]: $ha 

[26.1.2021 | 13:49:3] [fockus17]: $ja 

[26.1.2021 | 13:49:5] [fockus17]: $ha 

[26.1.2021 | 13:49:7] [fockus17]: $ha 

[26.1.2021 | 13:49:11] [fockus17]: $ha 

[26.1.2021 | 13:49:21] [fockus17]: $im Himiko Toga 

[26.1.2021 | 13:49:25] [fockus17]: $tip 

[26.1.2021 | 13:49:39] [fockus17]: $a2 

[26.1.2021 | 13:49:46] [fockus17]: $top 

[26.1.2021 | 13:49:57] [fockus17]: XDDDD 

[26.1.2021 | 13:50:4] [fockus17]: <@563456983257317402> beka z twojej shiro 

[26.1.2021 | 13:50:22] [fockus17]: $mm 

[26.1.2021 | 13:51:14] [fockus17]: $a17 Hestia 

[26.1.2021 | 14:0:7] [fockus17]: $a2 Hestia 

[26.1.2021 | 14:55:42] [KiritikaKoizumi]: $mm 

[26.1.2021 | 14:59:11] [KiritikaKoizumi]: $im Erwin Smith 

[26.1.2021 | 14:59:38] [KiritikaKoizumi]: $im Kouichi Sakakibara 

[26.1.2021 | 14:59:47] [KiritikaKoizumi]: $im Frieda Reiss 

[26.1.2021 | 15:0:12] [KiritikaKoizumi]: $m 

[26.1.2021 | 15:0:14] [KiritikaKoizumi]: $m 

[26.1.2021 | 15:0:16] [KiritikaKoizumi]: $m 

[26.1.2021 | 15:0:19] [KiritikaKoizumi]: $m 

[26.1.2021 | 15:0:21] [KiritikaKoizumi]: $m 

[26.1.2021 | 15:0:25] [KiritikaKoizumi]: $m 

[26.1.2021 | 15:0:29] [KiritikaKoizumi]: $m 

[26.1.2021 | 15:0:33] [KiritikaKoizumi]: $m 

[26.1.2021 | 15:0:37] [KiritikaKoizumi]: $m 

[26.1.2021 | 15:0:49] [KiritikaKoizumi]: Jezu przeczytałam Porco- 

[26.1.2021 | 15:23:35] [fockus17]: $ma 

[26.1.2021 | 15:23:36] [fockus17]: $ma 

[26.1.2021 | 15:23:53] [fockus17]: $ma 

[26.1.2021 | 15:23:54] [fockus17]: $ma 

[26.1.2021 | 15:23:57] [fockus17]: $ma 

[26.1.2021 | 15:23:58] [fockus17]: $ma 

[26.1.2021 | 15:24:1] [fockus17]: $ma 

[26.1.2021 | 15:24:2] [fockus17]: $ma 

[26.1.2021 | 15:24:5] [fockus17]: $ma 

[26.1.2021 | 15:24:6] [fockus17]: $ma 

[26.1.2021 | 15:24:8] [fockus17]: $ma 

[26.1.2021 | 16:33:19] [fockus17]: $ma 

[26.1.2021 | 16:33:20] [fockus17]: $ma 

[26.1.2021 | 16:33:23] [fockus17]: $ma 

[26.1.2021 | 16:33:25] [fockus17]: W9@ 

[26.1.2021 | 16:33:28] [fockus17]: $ma 

[26.1.2021 | 16:33:32] [fockus17]: $ma 

[26.1.2021 | 16:33:35] [fockus17]: $ma 

[26.1.2021 | 16:33:43] [fockus17]: 'claim 28 

[26.1.2021 | 16:33:48] [fockus17]: 'claim 38 

[26.1.2021 | 16:33:49] [fockus17]: $ma 

[26.1.2021 | 16:33:50] [fockus17]: $ma 

[26.1.2021 | 16:33:53] [fockus17]: $ma 

[26.1.2021 | 16:33:54] [fockus17]: $ma 

[26.1.2021 | 16:34:1] [fockus17]: $ma 

[26.1.2021 | 16:34:15] [fockus17]: $im Lana 

[26.1.2021 | 16:51:35] [Mangoludek]: $wa 

[26.1.2021 | 16:51:37] [fockus17]: O 

[26.1.2021 | 16:51:41] [fockus17]: Patryk 

[26.1.2021 | 16:51:45] [fockus17]: Chodź grać 

[26.1.2021 | 16:51:46] [Mangoludek]: $wa 

[26.1.2021 | 16:52:0] [Mangoludek]: $wa 

[26.1.2021 | 16:52:3] [fockus17]: Wyłączyłem ci komendę :P 

[26.1.2021 | 16:52:10] [Mangoludek]: Co 

[26.1.2021 | 16:52:26] [Mangoludek]: $wa 

[26.1.2021 | 16:52:30] [fockus17]: Chodź grać 

[26.1.2021 | 16:52:32] [Mangoludek]: Halo policja 

[26.1.2021 | 16:52:32] [fockus17]: Pedale 

[26.1.2021 | 16:52:57] [Mangoludek]: $wa 

[26.1.2021 | 16:53:10] [fockus17]: Nie zrobisz 

[26.1.2021 | 16:53:13] [fockus17]: Chodź grać 

[26.1.2021 | 16:53:20] [Mangoludek]: Pierdol się 

[26.1.2021 | 16:53:37] [fockus17]: Kurwa 

[26.1.2021 | 16:53:39] [fockus17]: Chodź 

[26.1.2021 | 16:53:45] [fockus17]: Pedale 

[26.1.2021 | 16:53:47] [fockus17]: Głupi 

[26.1.2021 | 16:54:4] [Mangoludek]: Nie 

[26.1.2021 | 16:54:9] [fockus17]: Chodź 

[26.1.2021 | 16:55:26] [Mangoludek]: $wa 

[26.1.2021 | 16:55:43] [fockus17]: Chodź 

[26.1.2021 | 16:55:44] [fockus17]: Pedale 

[26.1.2021 | 16:55:50] [fockus17]: A nie komendę próbujesz 

[26.1.2021 | 16:56:25] [fockus17]: Majorze czy Patryk jest upośledzony? 

[26.1.2021 | 16:56:39] [fockus17]: Majorze a czy jest on chory psychicznie? 

[26.1.2021 | 16:56:42] [fockus17]: XD 

[26.1.2021 | 16:56:51] [fockus17]: <@401431261803184129> 

[26.1.2021 | 17:56:5] [Mangoludek]: $wa 

[26.1.2021 | 17:57:53] [fockus17]: Mówię coś debilowi 

[26.1.2021 | 17:57:58] [fockus17]: A on nie słucha 

[26.1.2021 | 17:58:34] [fockus17]: Majorze powiedz jeszcze raz, czy patryk jest debilem? 

[26.1.2021 | 17:58:41] [fockus17]: No właśnie 

[26.1.2021 | 18:21:55] [KiritikaKoizumi]: $m 

[26.1.2021 | 18:22:33] [KiritikaKoizumi]: $mm 

[26.1.2021 | 18:22:58] [KiritikaKoizumi]: Ksjdjsjjwjsjsjjwksjsidiidifucjjf 

[26.1.2021 | 18:27:4] [fockus17]: XD 

[26.1.2021 | 18:27:12] [fockus17]: No zablokowałem wam to 

[26.1.2021 | 18:27:12] [fockus17]: XD 

[26.1.2021 | 20:33:35] [fockus17]: $ma 

[26.1.2021 | 20:33:37] [fockus17]: $ma 

[26.1.2021 | 20:33:40] [fockus17]: $ma 

[26.1.2021 | 20:33:41] [fockus17]: $ma 

[26.1.2021 | 20:33:45] [fockus17]: $ma 

[26.1.2021 | 20:57:53] [fockus17]: $ma 

[26.1.2021 | 20:57:58] [fockus17]: Yyyyyyyy 

[26.1.2021 | 20:58:8] [fockus17]: $setrolls 

[26.1.2021 | 21:29:34] [fockus17]: $ma 

[26.1.2021 | 21:36:31] [Izumi Midori]: $ma 

[26.1.2021 | 21:36:33] [Izumi Midori]: $ma 

[26.1.2021 | 21:36:35] [Izumi Midori]: $ma 

[26.1.2021 | 21:36:36] [Izumi Midori]: $ma 

[26.1.2021 | 21:38:47] [fockus17]: $ma 

[26.1.2021 | 21:38:51] [fockus17]: $ma 

[26.1.2021 | 21:38:53] [fockus17]: $ma 

[26.1.2021 | 21:38:57] [fockus17]: $ma 

[26.1.2021 | 21:38:59] [fockus17]: $ma 

[26.1.2021 | 22:4:48] [KiritikaKoizumi]: Choleta 

[26.1.2021 | 22:4:54] [fockus17]: O 

[26.1.2021 | 22:5:12] [fockus17]: Coś słabo z tymi tylko 5 losami 

[26.1.2021 | 22:5:25] [KiritikaKoizumi]: $ 

[26.1.2021 | 22:5:27] [KiritikaKoizumi]: $m 

[26.1.2021 | 22:5:29] [KiritikaKoizumi]: $m 

[26.1.2021 | 22:5:31] [KiritikaKoizumi]: $m 

[26.1.2021 | 22:5:36] [KiritikaKoizumi]: Co 

[26.1.2021 | 22:5:38] [KiritikaKoizumi]: $m 

[26.1.2021 | 22:5:42] [KiritikaKoizumi]: Wtf 

[26.1.2021 | 22:5:44] [fockus17]: $im Kotoko Iwanaga 

[26.1.2021 | 22:5:52] [fockus17]: $ma 

[26.1.2021 | 22:6:23] [KiritikaKoizumi]: No ej, <@432610292342587392> to że wydrukowałam kurdupla to nie znaczy, żebyś mi tylko 3 losy dawała ;-;-;-;-; 

[26.1.2021 | 22:6:37] [KiritikaKoizumi]: Czekałam cały dzień... **Bitch** 

[26.1.2021 | 22:6:43] [KiritikaKoizumi]: Chyba że każdy tak ma 

[26.1.2021 | 22:6:46] [KiritikaKoizumi]: To skskosskkskdksi 

[26.1.2021 | 22:6:54] [fockus17]: XD 

[26.1.2021 | 22:7:4] [KiritikaKoizumi]: Teraz go mogę bić hiohio 

[26.1.2021 | 22:7:13] [fockus17]: $im Rem 

[26.1.2021 | 22:7:21] [fockus17]: Weź oddaj Rem 

[26.1.2021 | 22:7:22] [KiritikaKoizumi]: A MASZ ZA ERĘA **BITCCCCHHHH** 

[26.1.2021 | 22:7:33] [KiritikaKoizumi]: Kajjajaiaiakkaaoaia 

[26.1.2021 | 22:7:39] [KiritikaKoizumi]: $im Kurdupel 

[26.1.2021 | 22:7:42] [KiritikaKoizumi]: $im Levi 

[26.1.2021 | 22:7:49] [fockus17]: $top 

[26.1.2021 | 22:8:4] [fockus17]: O właśnie 

[26.1.2021 | 22:8:8] [KiritikaKoizumi]: Nie przewidziałam sie 

[26.1.2021 | 22:8:9] [fockus17]: Toge mam 

[26.1.2021 | 22:8:11] [KiritikaKoizumi]: HANJIIIII 

[26.1.2021 | 22:8:22] [fockus17]: Mam Mikase 

[26.1.2021 | 22:8:27] [KiritikaKoizumi]: LEVIIII 

[26.1.2021 | 22:8:44] [KiritikaKoizumi]: KYOKOOOO 

[26.1.2021 | 22:9:5] [KiritikaKoizumi]: JUNKOOOOOO 

[26.1.2021 | 22:9:21] [KiritikaKoizumi]: NEDZITOOOOO 

[26.1.2021 | 22:9:34] [KiritikaKoizumi]: ANNNNIIIIEEEEE 

[26.1.2021 | 22:9:36] [KiritikaKoizumi]: O 

[26.1.2021 | 22:9:44] [KiritikaKoizumi]: NAWET JEST JEEGAAAAAA 

[26.1.2021 | 22:9:48] [Izumi Midori]: $ma 

[26.1.2021 | 22:9:49] [KiritikaKoizumi]: $im Eren Jaeger 

[26.1.2021 | 22:10:14] [KiritikaKoizumi]: $im Mikasa Ackerman 

[26.1.2021 | 22:10:21] [KiritikaKoizumi]: 'claim 24 

[26.1.2021 | 22:10:26] [KiritikaKoizumi]: Mniam 

[26.1.2021 | 22:10:53] [KiritikaKoizumi]: Belongs to fockus17 (͡ ͡° ͜ つ ͡͡°) 

[26.1.2021 | 22:11:4] [KiritikaKoizumi]: $im Sasha Braus 

[26.1.2021 | 22:11:8] [KiritikaKoizumi]: MnIaM 

[26.1.2021 | 22:11:30] [KiritikaKoizumi]: ZiEmNiAcZaNkA 

[26.1.2021 | 22:11:30] [KiritikaKoizumi]: $im Levi 

[26.1.2021 | 22:11:31] [KiritikaKoizumi]: Zaraz 

[26.1.2021 | 22:11:32] [KiritikaKoizumi]: On już był 

[26.1.2021 | 22:11:36] [KiritikaKoizumi]: I nie jest zajęty 

[26.1.2021 | 22:11:38] [KiritikaKoizumi]: Cholera 

[26.1.2021 | 22:11:43] [KiritikaKoizumi]: $im Carla Jaeger 

[26.1.2021 | 22:12:6] [fockus17]: $im Grisha Jeager 

[26.1.2021 | 22:12:22] [KiritikaKoizumi]: $im Grisha Jaeger 

[26.1.2021 | 22:12:25] [KiritikaKoizumi]: 'claim 15 

[26.1.2021 | 22:12:40] [KiritikaKoizumi]: $im Armin Arlert 

[26.1.2021 | 22:12:58] [KiritikaKoizumi]: $im Annie Leonhart 

[26.1.2021 | 22:14:14] [fockus17]: $im Berthold Hoover 

[26.1.2021 | 22:14:30] [KiritikaKoizumi]: BERT AJSJJSJSU 

[26.1.2021 | 22:14:34] [fockus17]: $im Bertolt Hoover 

[26.1.2021 | 22:14:43] [KiritikaKoizumi]: mNiAm 

[26.1.2021 | 22:14:54] [KiritikaKoizumi]: Jego pozycje w spaniu to arcydzieła 

[26.1.2021 | 22:14:58] [KiritikaKoizumi]: Jskajiid 

[26.1.2021 | 22:14:58] [fockus17]: $im Reiner Braun 

[26.1.2021 | 22:15:2] [KiritikaKoizumi]: Raina 

[26.1.2021 | 22:15:6] [KiritikaKoizumi]: Brązowy 

[26.1.2021 | 22:15:19] [fockus17]: Ej kiri 

[26.1.2021 | 22:15:24] [fockus17]: A ty ile masz lat w ogóle? 

[26.1.2021 | 22:15:27] [fockus17]: 'claim 26 

[26.1.2021 | 22:15:35] [KiritikaKoizumi]: Na pr- 

[26.1.2021 | 22:15:36] [KiritikaKoizumi]: A nie 

[26.1.2021 | 22:15:38] [KiritikaKoizumi]: Każdy wie 

[26.1.2021 | 22:15:41] [KiritikaKoizumi]: Ksudksosisisi 

[26.1.2021 | 22:15:49] [fockus17]: Hmmmm 

[26.1.2021 | 22:16:14] [fockus17]: 13 masz? 

[26.1.2021 | 22:16:16] [fockus17]: Zgadłem? 

[26.1.2021 | 22:16:20] [fockus17]: 'claim 82 

[26.1.2021 | 22:16:27] [KiritikaKoizumi]: Nie 

[26.1.2021 | 22:16:32] [fockus17]: :0 

[26.1.2021 | 22:16:35] [fockus17]: 12 

[26.1.2021 | 22:16:39] [KiritikaKoizumi]: Czk 

[26.1.2021 | 22:22:37] [KiritikaKoizumi]: A zachowuje się jak 13 latka? 

[26.1.2021 | 22:23:14] [KiritikaKoizumi]: Moim zdaniem jak 3 latka która umie pisać <:emoji_9:780167019378114560> 

[26.1.2021 | 22:43:35] [KiritikaKoizumi]: $m 

[26.1.2021 | 22:43:39] [KiritikaKoizumi]: $m 

[26.1.2021 | 22:43:44] [KiritikaKoizumi]: $m 

[26.1.2021 | 22:43:46] [KiritikaKoizumi]: $m 

[26.1.2021 | 22:54:29] [fockus17]: $ma 

[26.1.2021 | 22:54:32] [fockus17]: $ma 

[26.1.2021 | 22:54:34] [fockus17]: $ma 

[26.1.2021 | 22:54:37] [fockus17]: $ma 

[26.1.2021 | 22:54:38] [fockus17]: $ma 

[26.1.2021 | 23:9:43] [fockus17]: $ma 

[26.1.2021 | 23:37:59] [fockus17]: $ma 

[26.1.2021 | 23:38:0] [fockus17]: $ma 

[26.1.2021 | 23:38:3] [fockus17]: $ma 

[26.1.2021 | 23:38:5] [fockus17]: $ma 

[26.1.2021 | 23:38:6] [fockus17]: $ma 

[26.1.2021 | 23:38:13] [fockus17]: 'claim 99 

[27.1.2021 | 10:39:44] [fockus17]: $ma 

[27.1.2021 | 10:39:45] [fockus17]: $ma 

[27.1.2021 | 10:39:48] [fockus17]: $ma 

[27.1.2021 | 10:39:50] [fockus17]: $ma 

[27.1.2021 | 10:39:52] [fockus17]: $ma 

[27.1.2021 | 10:39:54] [fockus17]: $ma 

[27.1.2021 | 10:39:56] [fockus17]: $ma 

[27.1.2021 | 10:39:59] [fockus17]: $ma 

[27.1.2021 | 10:40:4] [fockus17]: $ma 

[27.1.2021 | 10:40:7] [fockus17]: $ma 

[27.1.2021 | 10:40:8] [fockus17]: $ma 

[27.1.2021 | 10:49:57] [Izumi Midori]: $hg 

[27.1.2021 | 10:49:58] [Izumi Midori]: $hg 

[27.1.2021 | 10:49:59] [Izumi Midori]: $hg 

[27.1.2021 | 10:50:1] [Izumi Midori]: $hg 

[27.1.2021 | 10:50:4] [Izumi Midori]: $hg 

[27.1.2021 | 10:50:5] [Izumi Midori]: $hg 

[27.1.2021 | 10:50:7] [Izumi Midori]: $hg 

[27.1.2021 | 10:50:9] [Izumi Midori]: $hg 

[27.1.2021 | 10:50:10] [Izumi Midori]: $hg 

[27.1.2021 | 10:50:11] [Izumi Midori]: $hg 

[27.1.2021 | 11:38:12] [fockus17]: $ma 

[27.1.2021 | 11:38:14] [fockus17]: $ma 

[27.1.2021 | 11:38:18] [fockus17]: $ma 

[27.1.2021 | 11:38:21] [fockus17]: $ma 

[27.1.2021 | 11:38:23] [fockus17]: $ma 

[27.1.2021 | 11:38:24] [fockus17]: $ma 

[27.1.2021 | 11:38:25] [fockus17]: $ma 

[27.1.2021 | 11:38:26] [fockus17]: $ma 

[27.1.2021 | 11:38:27] [fockus17]: $ma 

[27.1.2021 | 11:38:29] [fockus17]: $ma 

[27.1.2021 | 11:38:30] [fockus17]: $ma 

[27.1.2021 | 11:38:31] [fockus17]: $ma 

[27.1.2021 | 11:38:51] [fockus17]: $im Sucy Manbavaran 

[27.1.2021 | 12:15:38] [fockus17]: $ma 

[27.1.2021 | 12:46:48] [fockus17]: $ma 

[27.1.2021 | 12:46:49] [fockus17]: $ma 

[27.1.2021 | 12:46:52] [fockus17]: $ma 

[27.1.2021 | 12:46:54] [fockus17]: $ma 

[27.1.2021 | 12:46:58] [fockus17]: $ma 

[27.1.2021 | 12:46:59] [fockus17]: $ma 

[27.1.2021 | 12:47:4] [fockus17]: $ma 

[27.1.2021 | 12:47:8] [fockus17]: $ma 

[27.1.2021 | 12:47:11] [fockus17]: $ma 

[27.1.2021 | 12:47:14] [fockus17]: $ma 

[27.1.2021 | 12:47:15] [fockus17]: $ma 

[27.1.2021 | 12:47:35] [fockus17]: $im Zwerg 

[27.1.2021 | 13:40:32] [Izumi Midori]: $hg 

[27.1.2021 | 13:40:34] [Izumi Midori]: $hg 

[27.1.2021 | 13:40:37] [Izumi Midori]: $hg 

[27.1.2021 | 13:40:40] [Izumi Midori]: $hg 

[27.1.2021 | 13:40:44] [Izumi Midori]: $hg 

[27.1.2021 | 13:40:45] [Izumi Midori]: $hg 

[27.1.2021 | 13:40:46] [Izumi Midori]: $hg 

[27.1.2021 | 13:40:53] [Izumi Midori]: Omg 

[27.1.2021 | 13:41:1] [Izumi Midori]: $im Monokuma 

[27.1.2021 | 13:42:1] [Izumi Midori]: $c Monokuma $25 

[27.1.2021 | 13:42:37] [Izumi Midori]: $hg 

[27.1.2021 | 13:42:38] [Izumi Midori]: $hg 

[27.1.2021 | 13:42:39] [Izumi Midori]: $hg 

[27.1.2021 | 13:42:58] [Izumi Midori]: $mmra 

[27.1.2021 | 15:13:26] [fockus17]: $im Che'nya 

[27.1.2021 | 15:13:52] [fockus17]: $ma 

[27.1.2021 | 15:13:52] [fockus17]: $ma 

[27.1.2021 | 15:14:1] [fockus17]: $ma 

[27.1.2021 | 15:14:2] [fockus17]: $ma 

[27.1.2021 | 15:14:7] [fockus17]: $ma 

[27.1.2021 | 15:14:9] [fockus17]: $ma 

[27.1.2021 | 15:14:13] [fockus17]: $ma 

[27.1.2021 | 15:14:14] [fockus17]: $ma 

[27.1.2021 | 15:14:18] [fockus17]: $ma 

[27.1.2021 | 15:14:21] [fockus17]: $ma 

[27.1.2021 | 15:14:22] [fockus17]: $ma 

[27.1.2021 | 15:14:36] [fockus17]: $im Midori Tokiwa 

[27.1.2021 | 16:26:28] [Mangoludek]: $wa 

[27.1.2021 | 16:26:32] [Mangoludek]: $wa 

[27.1.2021 | 16:26:34] [Mangoludek]: $wa 

[27.1.2021 | 16:26:37] [Mangoludek]: $wa 

[27.1.2021 | 16:26:40] [Mangoludek]: $wa 

[27.1.2021 | 16:26:54] [Mangoludek]: $wa 

[27.1.2021 | 16:26:56] [Mangoludek]: $wa 

[27.1.2021 | 16:26:58] [Mangoludek]: $wa 

[27.1.2021 | 16:27:3] [Mangoludek]: $wa 

[27.1.2021 | 16:27:5] [Mangoludek]: $wa 

[27.1.2021 | 17:28:47] [fockus17]: $ma 

[27.1.2021 | 17:28:49] [fockus17]: $ma 

[27.1.2021 | 17:34:2] [fockus17]: $im Khun Eduan 

[27.1.2021 | 17:54:13] [Mangoludek]: $wa 

[27.1.2021 | 17:54:18] [Mangoludek]: $wa 

[27.1.2021 | 17:54:21] [Mangoludek]: $wa 

[27.1.2021 | 17:54:22] [Mangoludek]: $wa 

[27.1.2021 | 17:54:24] [Mangoludek]: $wa 

[27.1.2021 | 17:54:25] [Mangoludek]: $wa 

[27.1.2021 | 17:54:27] [Mangoludek]: $wa 

[27.1.2021 | 17:54:29] [Mangoludek]: $wa 

[27.1.2021 | 17:54:31] [Mangoludek]: $wa 

[27.1.2021 | 17:54:33] [Mangoludek]: $wa 

[27.1.2021 | 18:8:27] [fockus17]: $ma 

[27.1.2021 | 18:8:28] [fockus17]: $ma 

[27.1.2021 | 18:8:30] [fockus17]: $ma 

[27.1.2021 | 18:8:31] [fockus17]: $ma 

[27.1.2021 | 18:8:34] [fockus17]: $ma 

