[9.1.2021 | 20:2:19] [Kishunia]: Pora na tabletki. 
[18.1.2021 | 23:28:28] [_Zack_]: Ale ja nie mówię do Ciebie kamyk 

[18.1.2021 | 23:28:32] [cheeto pizzerini]: to warto wspomniec 

[18.1.2021 | 23:28:36] [_Zack_]: Tylko ogólnie 

[18.1.2021 | 23:28:36] [krasnal ogrodowy niko]: Ta jasne 

[18.1.2021 | 23:28:39] [_Zack_]: Poza tym Ty mieszkasz w polszy 

[18.1.2021 | 23:29:3] [cheeto pizzerini]: tk 

[18.1.2021 | 23:29:4] [cheeto pizzerini]: kto 

[18.1.2021 | 23:29:10] [Grylled]: Skoro tak ma być to SKS I AKS-74u 

[18.1.2021 | 23:29:45] [_Zack_]: Kamień 

[18.1.2021 | 23:29:55] [cheeto pizzerini]: a 

[18.1.2021 | 23:29:58] [🅼🅸🅺]: Mosin w dayz to jakieś szaleństwo 

[18.1.2021 | 23:30:14] [cheeto pizzerini]: spac mi sie chce 

[18.1.2021 | 23:30:36] [18seba03]: Mp-5 lepsze, lepsza widoczność i też wygodne 

[18.1.2021 | 23:31:5] [_Zack_]: Dayz 

[18.1.2021 | 23:31:10] [_Zack_]: Ale to okropna gra 

[18.1.2021 | 23:31:15] [18seba03]: Czemu 

[18.1.2021 | 23:31:23] [cheeto pizzerini]: nudy straszne tutaj są 

[18.1.2021 | 23:31:27] [18seba03]: Fajna gra nawet tylko trzeba mieć zgraną ekipę 

[18.1.2021 | 23:31:30] [cheeto pizzerini]: słabo 

[18.1.2021 | 23:31:33] [cheeto pizzerini]: słabiutko 

[18.1.2021 | 23:31:36] [_Zack_]: Bo tu polaki są 

[18.1.2021 | 23:31:37] [cheeto pizzerini]: słabizna 

[18.1.2021 | 23:31:41] [cheeto pizzerini]: a no tak 

[18.1.2021 | 23:31:44] [cheeto pizzerini]: polaki głupie 

[18.1.2021 | 23:31:44] [krasnal ogrodowy niko]: Przepraszam... 

[18.1.2021 | 23:31:51] [cheeto pizzerini]: tobie wybaczam 

[18.1.2021 | 23:31:54] [cheeto pizzerini]: ale reszta 

[18.1.2021 | 23:31:55] [_Zack_]: O będzie ban 

[18.1.2021 | 23:31:55] [cheeto pizzerini]: nie 

[18.1.2021 | 23:32:0] [cheeto pizzerini]: po prostu nie 

[18.1.2021 | 23:32:6] [Grylled]: to już kwestia gusto 

[18.1.2021 | 23:32:23] [_Zack_]: Bo i dobrze 

[18.1.2021 | 23:32:44] [_Zack_]: Trzeba się skazać w imieniu państwa polskiego na karę śmierci za zdradę ojczyzny 

[18.1.2021 | 23:32:49] [18seba03]: Mam znajomego który mieszka w Anglii i kompletnie inaczej uważa, mnie ma za zjeba ale to taka nasza przyjaźń od 6 lat. I on np chce przeprowadzić się do Polski 

[18.1.2021 | 23:32:51] [cheeto pizzerini]: mnie? 

[18.1.2021 | 23:33:7] [_Zack_]: Bo jeszcze się dooierdola że ja faszysta 

[18.1.2021 | 23:33:8] [18seba03]: Nie za dużo konferencji? xD 

[18.1.2021 | 23:33:20] [cheeto pizzerini]: 🤨 co 

[18.1.2021 | 23:33:20] [_Zack_]: Ano że wszystkimi trza pisać xd 

[18.1.2021 | 23:33:27] [18seba03]: W sumie ta 

[18.1.2021 | 23:33:50] [18seba03]: Poprawiłem 

[18.1.2021 | 23:33:51] [_Zack_]: Jak grałem nic nie mogłem znaleźć 

[18.1.2021 | 23:33:55] [18seba03]: Telefon zmienił słowo 

[18.1.2021 | 23:34:8] [_Zack_]: Cały świat pusty był. Praktycznie zero zombie 

[18.1.2021 | 23:34:14] [_Zack_]: Ale takie 7days to die 

[18.1.2021 | 23:34:18] [18seba03]: To lepiej kupić z kilkoma znajomymi 

[18.1.2021 | 23:34:25] [_Zack_]: Znajomych nie stać 

[18.1.2021 | 23:34:27] [18seba03]: 7 days to Die jest super 

[18.1.2021 | 23:34:31] [_Zack_]: Nom 

[18.1.2021 | 23:34:35] [cheeto pizzerini]: trzeba miec znajomych najpierw 

[18.1.2021 | 23:34:38] [18seba03]: Tylko optyma ssie 

[18.1.2021 | 23:34:53] [cheeto pizzerini]: a zack może miec z tym problem 

[18.1.2021 | 23:35:30] [_Zack_]: Nie no jak dasz w necie ogłoszenie że dajesz zupy za bycie ziomkiem do grania to znajdziesz 

[18.1.2021 | 23:35:33] [18seba03]: Nie żeby coś ale jeżeli masz przyjaciół angielskich to musisz mało z nimi przebywać że marnujesz czas na Polaków Robaków co samo z siebie wynosi wniosek 

[18.1.2021 | 23:35:46] [_Zack_]: Poza tym nie każdy jest skrajnym lewusem z dupy wzięta nienawiścią do każdego Polaka 

[18.1.2021 | 23:35:52] [cheeto pizzerini]: przeciez ja nie mieszkam w anglii stary 

[18.1.2021 | 23:35:54] [cheeto pizzerini]: XD 

[18.1.2021 | 23:36:0] [_Zack_]: I? 

[18.1.2021 | 23:36:7] [18seba03]: I? Tak czyś jak? 

[18.1.2021 | 23:36:22] [cheeto pizzerini]: na chuj mi zagraniczni znajomi jak mam polskich 

[18.1.2021 | 23:36:26] [18seba03]: Próba ratowania się nie powiodła się u Ciebie, bo to tyczy się każdego przypadku 

[18.1.2021 | 23:36:27] [cheeto pizzerini]: 🙄 

[18.1.2021 | 23:36:33] [_Zack_]: No przecież polaki robaki 

[18.1.2021 | 23:36:37] [_Zack_]: Pluskwy jebane 

[18.1.2021 | 23:36:42] [Grylled]: gra dobra ale bilans zombie do początkowych umiejętności to dno 

[18.1.2021 | 23:36:53] [18seba03]: Pruwda 

[18.1.2021 | 23:37:6] [cheeto pizzerini]: ale wy zanudzacie jprdl 

[18.1.2021 | 23:37:7] [_Zack_]: E tam 

[18.1.2021 | 23:37:10] [_Zack_]: Ja lubię 

[18.1.2021 | 23:37:14] [_Zack_]: 7daya 

[18.1.2021 | 23:37:15] [18seba03]: To czemu piszesz? 

[18.1.2021 | 23:37:24] [cheeto pizzerini]: bo mi sie nudzi wlasnie 

[18.1.2021 | 23:37:25] [_Zack_]: Zwłaszcza na copie fajne rzeczy się dzieją 

[18.1.2021 | 23:37:28] [cheeto pizzerini]: chyba to logiczne 

[18.1.2021 | 23:37:35] [_Zack_]: Ale jest wiele serwerów na dsc 

[18.1.2021 | 23:37:38] [18seba03]: No nie zbyt 

[18.1.2021 | 23:37:41] [_Zack_]: Nie musisz z nami pisać 

[18.1.2021 | 23:37:43] [cheeto pizzerini]: XD 

[18.1.2021 | 23:37:46] [cheeto pizzerini]: ale mogę 

[18.1.2021 | 23:37:49] [_Zack_]: No i masz znajomych 

[18.1.2021 | 23:37:53] [krasnal ogrodowy niko]: Zamknij 

[18.1.2021 | 23:38:2] [_Zack_]: No co 

[18.1.2021 | 23:38:4] [krasnal ogrodowy niko]: *usta* 

[18.1.2021 | 23:38:7] [_Zack_]: My gadamy o grach 

[18.1.2021 | 23:38:8] [cheeto pizzerini]: ryj 

[18.1.2021 | 23:38:18] [_Zack_]: Jak się nudzi to mzoe się spać 

[18.1.2021 | 23:38:19] [18seba03]: Mamy własny temat i się czepiasz, to jest właśnie co mnie bawi w takich ludziach. Sami piszą o tym by się nie czepiać a robią co innego 

[18.1.2021 | 23:38:31] [_Zack_]: Albo pisać gdzie indziej 

[18.1.2021 | 23:38:42] [cheeto pizzerini]: ja sie specjalne przypierdalam o nic żeby zaczac drame 

[18.1.2021 | 23:38:43] [_Zack_]: Nie każe przecież wychodzić z serwera jez 

[18.1.2021 | 23:38:44] [cheeto pizzerini]: ale oki 

[18.1.2021 | 23:38:46] [18seba03]: Nie bronie Ci pisać, twój wybór ale wykrozystalbym ten czas gdzie mam jak się wykluczyć dla beki z lepszym efektem 

[18.1.2021 | 23:38:54] [_Zack_]: 🏳️‍🌈 🏳️‍🌈 🏳️‍🌈 🏳️‍🌈 

[18.1.2021 | 23:38:56] [krasnal ogrodowy niko]: W takim razie róbcie aktywność za nią droga wolna 

[18.1.2021 | 23:39:10] [cheeto pizzerini]: wykluczyc skad 

[18.1.2021 | 23:39:24] [krasnal ogrodowy niko]: Co ma z tym wspólnego tęcza? 

[18.1.2021 | 23:39:31] [cheeto pizzerini]: wszystko 

[18.1.2021 | 23:39:31] [_Zack_]: A tak sobie dałem 

[18.1.2021 | 23:39:36] [cheeto pizzerini]: jest odpowiedzialna za to 

[18.1.2021 | 23:39:40] [18seba03]: Inne słowo miało być 

[18.1.2021 | 23:39:44] [cheeto pizzerini]: no jakie 

[18.1.2021 | 23:39:48] [cheeto pizzerini]: to chce wiedziec 

[18.1.2021 | 23:40:6] [_Zack_]: <:ragepepe:787730984346976286> 

[18.1.2021 | 23:40:6] [cheeto pizzerini]: aczaje 

[18.1.2021 | 23:40:26] [cheeto pizzerini]: szcerze mam wyjebane dosyc 

[18.1.2021 | 23:40:36] [cheeto pizzerini]: i lubie atencje którą dostaję 

[18.1.2021 | 23:40:39] [cheeto pizzerini]: wiec no 

[18.1.2021 | 23:40:39] [_Zack_]: W każdym bądź razie w 7days szczególnie warto grać w copie 

[18.1.2021 | 23:40:43] [_Zack_]: Wtedy jest zajebiste 

[18.1.2021 | 23:40:47] [18seba03]: Bo tutaj efekt jest nikły jak sam ~~dolewam oliwy do ognia~~, lepiej znaleźć lepsze miejsce na dramy 

[18.1.2021 | 23:40:49] [_Zack_]: I nic tego nie zmieni 

[18.1.2021 | 23:40:55] [18seba03]: Tak 

[18.1.2021 | 23:41:3] [cheeto pizzerini]: CO TO JEST KURWA SEVENDAYS TO JEST ROGAL PRZECIEŻ 

[18.1.2021 | 23:41:6] [18seba03]: W coopie jest ciekawiej 

[18.1.2021 | 23:41:10] [cheeto pizzerini]: WY POPIERDOLENCY 

[18.1.2021 | 23:41:14] [krasnal ogrodowy niko]: Jeśli chcesz robić sobie dramy to idź na inny serwer 

[18.1.2021 | 23:41:14] [_Zack_]: 7 Days to die 

[18.1.2021 | 23:41:16] [krasnal ogrodowy niko]: Skrobia proszę cię 

[18.1.2021 | 23:41:19] [krasnal ogrodowy niko]: Przestań 

[18.1.2021 | 23:41:21] [cheeto pizzerini]: GRAJĄ KURWA NA ROGALU W GRY 

[18.1.2021 | 23:41:25] [cheeto pizzerini]: ale co ja robie 

[18.1.2021 | 23:41:25] [_Zack_]: No 

[18.1.2021 | 23:41:32] [_Zack_]: W końcu jest konsola kfc 

[18.1.2021 | 23:41:35] [_Zack_]: To czego chcesz 

[18.1.2021 | 23:41:39] [18seba03]: Z tego co widzę to twoja moderator to chce robić, jakbym ja to zaczynał poszłoby już inaczej 

[18.1.2021 | 23:41:40] [cheeto pizzerini]: nikt mnie nie traktuje poważnie przecież ja siebie tez nie traktuje 

[18.1.2021 | 23:41:43] [_Zack_]: Jest też konsola rogal 

[18.1.2021 | 23:41:45] [cheeto pizzerini]: nic sie nie dzieje takiego 

[18.1.2021 | 23:42:1] [18seba03]: Czekaj co xD 

[18.1.2021 | 23:42:8] [cheeto pizzerini]: nie 

[18.1.2021 | 23:42:10] [cheeto pizzerini]: nie ma mowy 

[18.1.2021 | 23:42:12] [18seba03]: A no 

[18.1.2021 | 23:42:12] [krasnal ogrodowy niko]: Dobra idę spać nie mam siły do tego 

[18.1.2021 | 23:42:14] [18seba03]: Pamiętam 

[18.1.2021 | 23:42:16] [cheeto pizzerini]: dobranoc 

[18.1.2021 | 23:42:22] [_Zack_]: Nie no <@303250741429272577> masz duży +rep po całym dzisiejszym dniu 

[18.1.2021 | 23:42:24] [krasnal ogrodowy niko]: Chciałem bezdramowy serwer z nowymi ludźmi to przyszli robić dramy 

[18.1.2021 | 23:42:27] [18seba03]: KFC robi własną konsole co nie? xD 

[18.1.2021 | 23:42:32] [_Zack_]: No 

[18.1.2021 | 23:42:34][cheeto pizzerini]: undefined [Image Link:https://cdn.discordapp.com/attachments/787765832033107968/800857699955769354/unknown.png] 

[18.1.2021 | 23:42:36] [cheeto pizzerini]: MAM DOSC 

[18.1.2021 | 23:42:45] [_Zack_]: I ci podgrzewa kurczaka 

[18.1.2021 | 23:42:46] [_Zack_]: Mniam 

[18.1.2021 | 23:42:50] [18seba03]: Kutfa 

[18.1.2021 | 23:42:56] [18seba03]: Jedyna konsola która pragnę 

[18.1.2021 | 23:42:58] [18seba03]: xD 

[18.1.2021 | 23:43:0] [18seba03]: <:SipTea:798193947553562684> 

[18.1.2021 | 23:43:1] [_Zack_]: A najlepsze jest to że jest lepsza od ps5 

[18.1.2021 | 23:43:8] [18seba03]: xD 

[18.1.2021 | 23:43:33] [18seba03]: Kiedyś se porównam ale podgrzewacz kurczaka mnie kupił 

[18.1.2021 | 23:43:36] [cheeto pizzerini]: ten swiat popada w ruine 

[18.1.2021 | 23:43:44] [cheeto pizzerini]: jebana konsola kfc 

[18.1.2021 | 23:44:16] [cheeto pizzerini]: przerazające jest to co siedzi w głowach ludzi 

[18.1.2021 | 23:45:18] [18seba03]: https://c.tenor.com/glFiRFAWLQQAAAAM/bezimienny-gothicgame.gif 

[18.1.2021 | 23:48:41] [Kishunia]: Jeśli dwie prostytutki uprawiają seks, to która płaci? 

[18.1.2021 | 23:49:2] [18seba03]: Ta która pierwsza wykonała ruch 

[18.1.2021 | 23:49:12] [Kishunia]: Ok 

[18.1.2021 | 23:50:2] [cheeto pizzerini]: płacą sobie nawzajem 

[18.1.2021 | 23:50:3] [Deamovsky]: widziałeś kiedyś serwer bez chociaż jednej dramy? XD 

[18.1.2021 | 23:50:10] [cheeto pizzerini]: tak 

[18.1.2021 | 23:50:13] [cheeto pizzerini]: ja widzialam 

[18.1.2021 | 23:50:43] [_Zack_]: W Krakowie są tanie osobno 

[18.1.2021 | 23:50:46] [cheeto pizzerini]: taką samą kwotę 

[18.1.2021 | 23:50:54] [cheeto pizzerini]: mówiłes juz 

[18.1.2021 | 23:51:11] [_Zack_]: Ale mówię do kishuni 

[18.1.2021 | 23:51:15] [_Zack_]: A nie do cb 

[18.1.2021 | 23:51:21] [_Zack_]: Musi wiedzieć 

[18.1.2021 | 23:51:21] [cheeto pizzerini]: k 

[18.1.2021 | 23:51:23] [Kishunia]: Właśnie stworzyłaś reaktor jądrowy, wykorzystujący kupsko z Dupska twojego starego, po opierdoleniu flaczków z bigosem i opowiedzeniu nieśmiesznego żartu twojemu wyimaginowanemu partnerowi 

[18.1.2021 | 23:51:43] [cheeto pizzerini]: 🤨 

[18.1.2021 | 23:51:49] [Kishunia]: Ja też nie wiem 

[18.1.2021 | 23:51:57] [cheeto pizzerini]: pojebane 

[18.1.2021 | 23:52:6] [cheeto pizzerini]: ale wsumie całkiem poggers 

[18.1.2021 | 23:52:7] [18seba03]: Taki był plan 

[18.1.2021 | 23:52:10] [18seba03]: Obstawiam to 

[18.1.2021 | 23:52:10] [Kishunia]: Faza stulecia bez jarania 

[18.1.2021 | 23:52:30] [Kishunia]: <@303250741429272577> więc, chcesz zainwestować w mój projekt? 

[18.1.2021 | 23:52:30] [18seba03]: Niektórzy niby mogą się zjadać myśląc o zielsku 

[18.1.2021 | 23:52:48] [Kishunia]: Poświęciłam na niego całe życie. 

[18.1.2021 | 23:52:54] [Kishunia]: Wszystko się zaczęło 

[18.1.2021 | 23:53:2] [Kishunia]: Jak się urodziłam, jak byłam dzieckiem... 

[18.1.2021 | 23:53:18] [18seba03]: Widzę że projekt natchniony od urodzenia 

[18.1.2021 | 23:53:24] [Kishunia]: Tam 

[18.1.2021 | 23:53:49] [Kishunia]: Tak samo jak reaktor z kota i kanapki z czekoladą 

[18.1.2021 | 23:54:1] [Kishunia]: Niestety, projekt okazał się fiaskiem 

[18.1.2021 | 23:54:27] [Kishunia]: I nie wzięłam pod uwagę pierda, twojej starej 

[18.1.2021 | 23:54:39] [Kishunia]: Przez ten jeden błąd w obliczeniach 

[18.1.2021 | 23:54:45] [Kishunia]: Zaczęło śmierdzieć 

[18.1.2021 | 23:54:48] [18seba03]: Widzę że naukowiec przyszłościowy, zatrudniam Cię 

[18.1.2021 | 23:54:56] [Kishunia]: I zrozumiałam jedną rzecz 

[18.1.2021 | 23:55:0] [Kishunia]: Woda jest mokra. 

[18.1.2021 | 23:55:11] [Kishunia]: To, odmieniło moje życie 

[18.1.2021 | 23:55:49] [18seba03]: Oh crap ~~a my im mówiliśmy że woda jest w stanie stałym jak kamienie i lewituje. Usunąć całą dokumentację i zwalić to na ONZ~~ 

[18.1.2021 | 23:56:3] [Kishunia]: Wtedy Pudzian wszedł w fuzje z Jarosławem Bicepsem i Magda Gessler ugotowała frytki 

[18.1.2021 | 23:56:7] [Kishunia]: Ale takie prawdziwe 

[18.1.2021 | 23:56:9] [Kishunia]: Na wpdzie 

[18.1.2021 | 23:57:9] [18seba03]: Oh crap, nie tyle że zatrudnię to od razu stanowisko Inspektora technologiczbegi 

[18.1.2021 | 23:57:13] [18seba03]: <:SipTea:798193947553562684> 

[18.1.2021 | 23:57:28] [_Zack_]: Ej chciałem wam powiedzieć tylko że 

[18.1.2021 | 23:57:37] [_Zack_]: Nic 

[18.1.2021 | 23:57:44] [_Zack_]: Hshehehs 

[18.1.2021 | 23:58:7] [Kishunia]: Sasin przejebał 70 mln. Na wybory które się nie odbyły i nie poniósł za to konsekwencji a PiS wygra wybory 2025? 

[18.1.2021 | 23:58:7] [_Zack_]: Mam autyzm zium 

[18.1.2021 | 23:58:20] [_Zack_]: To też 

[18.1.2021 | 23:58:30] [_Zack_]: Ale wygra w 2023 

[18.1.2021 | 23:58:39][18seba03]: undefined [Image Link:https://cdn.discordapp.com/attachments/787765832033107968/800861747459915786/ze_korwa_co.mp4] 

[18.1.2021 | 23:58:57] [_Zack_]: Znaczy w 2024 

[18.1.2021 | 23:59:3] [_Zack_]: Bo do sejmu były w 2019 

[18.1.2021 | 23:59:21] [_Zack_]: Jajo 

[18.1.2021 | 23:59:28] [_Zack_]: Ja wierzę w kotłownie 

[18.1.2021 | 23:59:29] [18seba03]: Bardzo możliwe, jestem ciekaw co się wydarzy w kolejnych sezonach 

[18.1.2021 | 23:59:53] [_Zack_]: A dobra 

[18.1.2021 | 23:59:53] [Kishunia]: 2020 2 

[18.1.2021 | 23:59:56] [_Zack_]: Nie będę pisał 

[19.1.2021 | 0:0:4] [_Zack_]: Bo będę gadać że ja faszysta 

[19.1.2021 | 0:0:7] [Kishunia]: Kontynuacja kultowego filmu 2020 

[19.1.2021 | 0:0:11] [_Zack_]: I że na dyskusjach nie jestem 

[19.1.2021 | 0:0:16] [_Zack_]: I że ja to taki zły 

[19.1.2021 | 0:0:20] [_Zack_]: I wgl 

[19.1.2021 | 0:0:26][Kishunia]: undefined [Image Link:https://cdn.discordapp.com/attachments/787765832033107968/800862196959674384/Screenshot_20210118-103816.png] 

[19.1.2021 | 0:0:36] [18seba03]: O cholera, toż to mój ulubiony film Akcji 

[19.1.2021 | 0:0:44] [Kishunia]: A to nie horror? 

[19.1.2021 | 0:0:49] [Kishunia]: Dobea 

[19.1.2021 | 0:0:51] [18seba03]: I to i to 

[19.1.2021 | 0:0:51] [Kishunia]: Idę spać 

[19.1.2021 | 0:0:56] [18seba03]: Dobranoc 

[19.1.2021 | 0:0:57] [Kishunia]: Bo muszę wstać o 6:30 

[19.1.2021 | 0:1:3] [18seba03]: W sumie raxja 

[19.1.2021 | 0:1:5] [18seba03]: Szkoła 

[19.1.2021 | 0:1:7] [_Zack_]: Horror akcji 

[19.1.2021 | 0:1:10] [18seba03]: I matma z rana 

[19.1.2021 | 0:1:14] [_Zack_]: Ja chodzę spać i 1:30 

[19.1.2021 | 0:1:16] [_Zack_]: Polecam 

[19.1.2021 | 0:1:56] [18seba03]: Też pójdę spać bo Agatka mnie pobije. Ja się przestawiam z chodzenia spać o 3-4 ~~wszystko wina rp xD~~ 

[19.1.2021 | 0:3:18] [_Zack_]: Ja czekam na saszke 

[19.1.2021 | 0:3:20] [_Zack_]: Z tommy 

[19.1.2021 | 0:3:23] [_Zack_]: Aż będą seksy 

[19.1.2021 | 0:3:37] [_Zack_]: O nie wygadalem  się 

[19.1.2021 | 10:0:33] [FiczetoX]: Dzień dobry 

[19.1.2021 | 10:0:38] [krasnal ogrodowy niko]: Część 

[19.1.2021 | 10:0:40] [krasnal ogrodowy niko]: Ficze 

[19.1.2021 | 10:0:48] [krasnal ogrodowy niko]: Włączaj serwer 

[19.1.2021 | 10:0:54] [FiczetoX]: Ok 

[19.1.2021 | 10:1:2] [krasnal ogrodowy niko]: Znaczy nie masz 

[19.1.2021 | 10:1:6] [krasnal ogrodowy niko]: Omegaverse xX 

[19.1.2021 | 10:1:13] [krasnal ogrodowy niko]: Bo tam mam domek do dokończenia 

[19.1.2021 | 10:2:16] [FiczetoX]: Ok, podłączę je, jak dogadacie się z Kaczką co do mazwy 

[19.1.2021 | 10:18:22] [_Zack_]: Siema 

[19.1.2021 | 10:21:56] [FiczetoX]: Dzień dobry 

[19.1.2021 | 10:25:9] [emm]: cześć boże 

[19.1.2021 | 10:26:23] [krasnal ogrodowy niko]: Hejejej 

[19.1.2021 | 10:26:29] [krasnal ogrodowy niko]: Jedyny bogiem 

[19.1.2021 | 10:26:30] [krasnal ogrodowy niko]: Jestem tu ja 

[19.1.2021 | 10:26:33] [krasnal ogrodowy niko]: A nie ficzetox 

[19.1.2021 | 10:29:35] [_Zack_]: Bóg jest jeden 

[19.1.2021 | 10:29:57] [emm]: ok 

[19.1.2021 | 10:38:48] [Kishunia]: "jeśli masz problem to nie pisz rp po prostu jeez" 

[19.1.2021 | 10:40:18] [emm]: ok 

[19.1.2021 | 10:40:22] [_Zack_]: który admin 

[19.1.2021 | 10:40:28] [_Zack_]: tak powiedział 

[19.1.2021 | 10:41:47] [Kishunia]: cheeto pizzerini#3217 

[19.1.2021 | 10:42:14][Kishunia]: undefined [Image Link:https://cdn.discordapp.com/attachments/787765832033107968/801023709137207346/Screenshot_20210119-104209.png] 

[19.1.2021 | 10:42:34] [_Zack_]: xd 

[19.1.2021 | 10:43:44] [emm]: ok 

[19.1.2021 | 10:45:26] [_Zack_]: Karol w transie 

[19.1.2021 | 10:45:32] [emm]: xD 

[19.1.2021 | 10:45:33] [emm]: ok 

[19.1.2021 | 10:45:35] [emm]: XD\ 

[19.1.2021 | 10:45:44] [_Zack_]: <:pepega:787730983771832371> 

[19.1.2021 | 10:45:56] [emm]: dobrze 

[19.1.2021 | 10:48:43] [emm]: tak wgl to co tam?\ 

[19.1.2021 | 10:50:21] [_Zack_]: drugi dzień czilery 

[19.1.2021 | 10:50:27] [_Zack_]: mam 5 lekcji 

[19.1.2021 | 10:50:35] [_Zack_]: wczoraj miałem 4 

[19.1.2021 | 10:50:53] [emm]: o wow niesamowite 

[19.1.2021 | 10:51:18] [_Zack_]: nom 

[19.1.2021 | 10:51:26] [_Zack_]: impossible 

[19.1.2021 | 11:7:42] [cheeto pizzerini]: czuję się jak celebrytka 😍 😋 ✌️ 

[19.1.2021 | 11:9:37] [Kishunia]: Nie pytałam 

[19.1.2021 | 11:9:38] [Kishunia]: Ale ok 

[19.1.2021 | 11:12:5] [emm]: xDDD 

[19.1.2021 | 11:12:14] [cheeto pizzerini]: a czy ja potrzebuję twojego pytania żeby się wypowiedzieć? nie. więc stfu already 

[19.1.2021 | 11:12:55] [emm]: oof 

[19.1.2021 | 11:13:54] [Kishunia]: Po prostu nikogo nie interesuje to, jak się czujesz right now. Więc się nie wpierdalaj do czyjeś rozmowy, agencyjna kurwo 

[19.1.2021 | 11:14:1] [emm]: XDDDDDDDDDDDDDDDD 

[19.1.2021 | 11:14:7] [krasnal ogrodowy niko]: Ej 

[19.1.2021 | 11:14:8] [emm]: wow groźnie 

[19.1.2021 | 11:14:12] [emm]: ale bad 

[19.1.2021 | 11:14:18] [krasnal ogrodowy niko]: Nie można obrażać innych 

[19.1.2021 | 11:14:22] [krasnal ogrodowy niko]: Warn leci 

[19.1.2021 | 11:14:27] [emm]: jes 

[19.1.2021 | 11:14:29] [Kishunia]: K 

[19.1.2021 | 11:14:46] [emm]: mnie interesuje 

[19.1.2021 | 11:14:59] [Kishunia]: Ok 

[19.1.2021 | 11:15:27] [cheeto pizzerini]: what u so pressed for? 🥰 

[19.1.2021 | 11:15:28] [Kishunia]: To zachowajcie to dla siebie. Proste 

[19.1.2021 | 11:15:42] [emm]: XDDDD 

[19.1.2021 | 11:16:8] [cheeto pizzerini]: ty dosłownie możesz zachować wszystko dla siebie kochana a jakoś tego nie robisz więc nie bądź hipokrytką 

[19.1.2021 | 11:19:55] [🅼🅸🅺]: Kjeli 

[19.1.2021 | 12:4:7] [krasnal ogrodowy niko]: <@586179218212257794> ale tej pani trzeszczy mikrofon xD 

[19.1.2021 | 12:7:53] [emm]: wkurza mnie to trzeszczenie na maksa 

[19.1.2021 | 12:56:54] [_Zack_]: co xd 

[19.1.2021 | 17:59:29] [Kishunia]: Przyszłam się pochwalić, że dałam radę porównać ból egzystencji do podcierania się papierem ściernym 

[19.1.2021 | 18:0:48] [_Zack_]: uuu 

[19.1.2021 | 18:0:54] [18seba03]: xDDDDDDDDDDDDDD 

[19.1.2021 | 18:2:3] [_Zack_]: polecam filozofie xd 

[19.1.2021 | 18:2:29] [_Zack_]: od tego czasu nie mam bólu egzystencjalnego 

[19.1.2021 | 18:2:58] [_Zack_]: dziś np. krwawiłem przez godzinę z nosa 

[19.1.2021 | 18:3:0] [Kishunia]: Życie, jest jak podcieranie się papierem ściernym, bo nie ma srajtaśmy. Albo chodzisz obsrany, albo krwawiąc. Gównem jest twoje życie, a krwią, cierpienie przyjaciół i bliskich po twoim samobójstwie. 

[19.1.2021 | 18:3:5] [_Zack_]: i zrobiłem sobie fote 

[19.1.2021 | 18:3:10] [_Zack_]: bo fajno wyglądałem 

[19.1.2021 | 18:3:31] [_Zack_]: fajno 

[19.1.2021 | 18:11:54] [_Zack_]: <:strefaskazona1:792372912832380968> 

[19.1.2021 | 19:43:45] [Kishunia]: <:pepega:787730983771832371> 

[19.1.2021 | 20:28:23] [emm]: Aha 

[19.1.2021 | 20:40:12] [_Zack_]: Tommy mistrz 

[19.1.2021 | 20:40:29] [_Zack_]: Dam ci jeść uczucia i spierdalam 

[19.1.2021 | 22:32:18] [_Zack_]: Mam zastrzeżenie do regulaminu 

[19.1.2021 | 22:32:26] [_Zack_]: Mogę propagować faszyzm? 

[19.1.2021 | 22:32:58] [cheeto pizzerini]: <#787810384043704330> 

[20.1.2021 | 10:6:50] [🅼🅸🅺]: XD 

[20.1.2021 | 10:6:57] [🅼🅸🅺]: Ksawery mistrz 

[20.1.2021 | 10:7:23] [🅼🅸🅺]: Chyba czytając głową walnął w przycisk opuść serwer 

[20.1.2021 | 11:30:23] [DoctorToxic]: XDDD 

[20.1.2021 | 11:30:26] [DoctorToxic]: Jezu 

[20.1.2021 | 11:31:20] [DoctorToxic]: Me - mogę już włączyć mikrofon? 
Mama - tak
Me -*chce włączyć mikrofon*
Mama -*coś tam gada* 
Me -*włącza mikrofon* milcz *do mamy*
Pani - 👁👄👁 

[20.1.2021 | 12:35:40] [krasnal ogrodowy niko]: Głupi kebaby gimp 

[20.1.2021 | 12:39:38] [krasnal ogrodowy niko]: Popłaczę się zafaz 

[20.1.2021 | 12:39:49] [krasnal ogrodowy niko]: Ja nie chce powiększać do KURWY NĘDZY 

